reference,year,month,day,smart_meter_kwh,noise_db
78 mossden hill,2023,1,4,35.6,40.5
78 mossden hill,2023,1,5,32.9,46.6
78 mossden hill,2023,1,6,38.1,35.1
78 mossden hill,2023,1,7,31.2,52.8
78 mossden hill,2023,1,8,,42.0
78 mossden hill,2023,1,9,32.7,46.8
78 mossden hill,2023,1,10,36.6,41.5
78 mossden hill,2023,1,11,30.1,45.7
78 mossden hill,2023,1,12,33.5,45.2
78 mossden hill,2023,1,13,34.8,35.5
78 mossden hill,2023,1,14,35.1,40.3
78 mossden hill,2023,1,15,36.4,42.3
78 mossden hill,2023,1,16,29.7,44.8
78 mossden hill,2023,1,17,31.2,38.9
78 mossden hill,2023,1,18,35.1,45.2
78 mossden hill,2023,1,19,32.8,35.7
78 mossden hill,2023,1,20,39.2,38.2
78 mossden hill,2023,1,21,29.8,
78 mossden hill,2023,1,22,29.5,37.3
78 mossden hill,2023,1,23,34.9,
78 mossden hill,2023,1,24,29.0,40.3
78 mossden hill,2023,1,25,35.7,43.8
78 mossden hill,2023,1,26,34.6,35.9
78 mossden hill,2023,1,27,31.0,42.2
78 mossden hill,2023,1,28,31.7,42.2
78 mossden hill,2023,1,29,35.8,44.6
78 mossden hill,2023,1,30,36.0,44.4
78 mossden hill,2023,1,31,33.5,37.0
78 mossden hill,2023,2,1,31.1,40.4
78 mossden hill,2023,2,2,33.4,37.8
78 mossden hill,2023,2,3,31.6,38.7
78 mossden hill,2023,2,4,33.5,45.1
78 mossden hill,2023,2,5,32.5,43.8
78 mossden hill,2023,2,6,33.2,36.7
78 mossden hill,2023,2,7,35.3,38.1
78 mossden hill,2023,2,8,30.3,43.7
78 mossden hill,2023,2,9,37.1,38.2
78 mossden hill,2023,2,10,30.8,45.5
78 mossden hill,2023,2,11,30.2,35.7
78 mossden hill,2023,2,12,33.5,46.8
78 mossden hill,2023,2,13,33.7,
78 mossden hill,2023,2,14,30.9,41.6
78 mossden hill,2023,2,15,30.5,45.6
78 mossden hill,2023,2,16,33.8,42.5
78 mossden hill,2023,2,17,32.3,39.8
78 mossden hill,2023,2,18,36.4,45.4
78 mossden hill,2023,2,19,30.1,40.9
78 mossden hill,2023,2,20,33.3,38.5
78 mossden hill,2023,2,21,33.2,35.7
78 mossden hill,2023,2,22,34.9,
78 mossden hill,2023,2,23,31.4,38.7
78 mossden hill,2023,2,24,33.2,41.1
78 mossden hill,2023,2,25,35.9,42.1
78 mossden hill,2023,2,26,27.6,50.2
78 mossden hill,2023,2,27,35.7,45.6
78 mossden hill,2023,2,28,33.3,36.8
78 mossden hill,2023,3,1,32.1,35.8
78 mossden hill,2023,3,2,33.5,43.6
78 mossden hill,2023,3,3,32.4,42.4
78 mossden hill,2023,3,4,33.1,42.4
78 mossden hill,2023,3,5,32.0,36.5
78 mossden hill,2023,3,6,30.9,36.7
78 mossden hill,2023,3,7,34.6,36.3
78 mossden hill,2023,3,8,30.7,40.8
78 mossden hill,2023,3,9,29.7,36.5
78 mossden hill,2023,3,10,,38.4
78 mossden hill,2023,3,11,30.1,44.5
78 mossden hill,2023,3,12,31.2,36.8
78 mossden hill,2023,3,13,33.8,35.8
78 mossden hill,2023,3,14,28.4,37.3
78 mossden hill,2023,3,15,31.4,30.7
78 mossden hill,2023,3,16,32.4,46.3
78 mossden hill,2023,3,17,30.1,41.8
78 mossden hill,2023,3,18,29.2,35.0
78 mossden hill,2023,3,19,32.3,35.9
78 mossden hill,2023,3,20,34.6,43.9
78 mossden hill,2023,3,21,30.6,
78 mossden hill,2023,3,22,30.1,38.0
78 mossden hill,2023,3,23,35.8,37.7
78 mossden hill,2023,3,24,29.7,30.3
78 mossden hill,2023,3,25,28.2,42.1
78 mossden hill,2023,3,26,33.1,35.6
78 mossden hill,2023,3,27,31.6,31.4
78 mossden hill,2023,3,28,30.0,28.2
78 mossden hill,2023,3,29,25.3,42.2
78 mossden hill,2023,3,30,30.7,47.5
78 mossden hill,2023,3,31,32.0,34.1
U682851,2023,1,1,43.7,45.3
U682851,2023,1,2,43.6,35.3
U682851,2023,1,3,41.6,39.1
U682851,2023,1,4,41.9,44.1
U682851,2023,1,5,34.4,38.0
U682851,2023,1,6,41.4,35.8
U682851,2023,1,7,38.5,33.1
U682851,2023,1,8,48.8,41.5
U682851,2023,1,9,44.2,25.0
U682851,2023,1,10,45.0,37.9
U682851,2023,1,11,38.9,37.1
U682851,2023,1,12,,
U682851,2023,1,13,35.7,47.8
U682851,2023,1,14,,38.5
U682851,2023,1,15,45.2,36.8
U682851,2023,1,16,,45.3
U682851,2023,1,17,43.2,37.7
U682851,2023,1,18,41.5,36.5
U682851,2023,1,19,39.2,50.7
U682851,2023,1,20,42.8,36.2
U682851,2023,1,21,41.6,46.8
U682851,2023,1,22,43.3,37.2
U682851,2023,1,23,40.6,42.7
U682851,2023,1,24,40.5,40.0
U682851,2023,1,25,44.2,30.5
U682851,2023,1,26,38.5,33.0
U682851,2023,1,27,40.9,40.8
U682851,2023,1,28,43.7,47.7
U682851,2023,1,29,38.9,31.3
U682851,2023,1,30,43.0,43.6
U682851,2023,1,31,44.4,39.4
U682851,2023,2,1,,32.7
U682851,2023,2,2,41.4,32.1
U682851,2023,2,3,43.5,39.4
U682851,2023,2,4,40.4,44.0
U682851,2023,2,5,45.2,
U682851,2023,2,6,42.1,
U682851,2023,2,7,40.9,
U682851,2023,2,8,40.6,40.1
U682851,2023,2,9,43.4,38.1
U682851,2023,2,10,38.1,44.3
U682851,2023,2,11,44.4,44.5
U682851,2023,2,12,39.4,40.9
U682851,2023,2,13,40.4,41.2
U682851,2023,2,14,40.6,40.2
U682851,2023,2,15,41.1,48.3
U682851,2023,2,16,37.8,28.1
U682851,2023,2,17,40.7,44.8
U682851,2023,2,18,41.6,36.8
U682851,2023,2,19,43.5,39.9
U682851,2023,2,20,37.0,42.2
U682851,2023,2,21,37.9,
U682851,2023,2,22,45.2,40.9
U682851,2023,2,23,41.6,30.8
U682851,2023,2,24,45.9,44.6
U682851,2023,2,25,40.9,43.5
U682851,2023,2,26,39.2,45.5
U682851,2023,2,27,40.9,37.6
U682851,2023,2,28,,27.0
U682851,2023,3,1,39.1,
U682851,2023,3,2,35.7,41.5
U682851,2023,3,3,41.9,25.0
U682851,2023,3,4,37.0,39.1
U682851,2023,3,5,40.4,32.3
U682851,2023,3,6,41.3,30.8
U682851,2023,3,7,40.2,42.2
U682851,2023,3,8,38.3,40.0
U682851,2023,3,9,41.4,36.2
U682851,2023,3,10,36.4,38.9
U682851,2023,3,11,37.0,47.3
U682851,2023,3,12,36.9,45.8
U682851,2023,3,13,38.8,37.5
U682851,2023,3,14,42.2,40.8
U682851,2023,3,15,37.0,29.5
U682851,2023,3,16,42.0,46.4
U682851,2023,3,17,42.7,36.7
U682851,2023,3,18,38.7,38.4
U682851,2023,3,19,41.4,43.5
U682851,2023,3,20,40.9,30.0
U682851,2023,3,21,43.7,35.6
U682851,2023,3,22,39.8,32.7
U682851,2023,3,23,35.7,35.8
U682851,2023,3,24,40.2,37.5
U682851,2023,3,25,39.4,32.8
U682851,2023,3,26,39.0,48.6
U682851,2023,3,27,35.7,38.3
U682851,2023,3,28,38.3,32.4
U682851,2023,3,29,38.1,35.9
U682851,2023,3,30,37.4,41.2
U682851,2023,3,31,37.9,
U76090905,2023,1,1,,47.1
U76090905,2023,1,2,37.5,39.5
U76090905,2023,1,3,40.9,30.5
U76090905,2023,1,4,38.4,38.7
U76090905,2023,1,5,39.3,39.8
U76090905,2023,1,6,43.7,34.2
U76090905,2023,1,7,39.2,47.4
U76090905,2023,1,8,40.5,43.0
U76090905,2023,1,9,40.7,35.9
U76090905,2023,1,10,41.9,38.4
U76090905,2023,1,11,42.0,38.1
U76090905,2023,1,12,40.7,41.4
U76090905,2023,1,13,40.9,27.5
U76090905,2023,1,14,44.4,42.9
U76090905,2023,1,15,,36.9
U76090905,2023,1,16,43.7,39.5
U76090905,2023,1,17,42.3,37.2
U76090905,2023,1,18,38.4,39.6
U76090905,2023,1,19,40.3,34.4
U76090905,2023,1,20,37.6,35.5
U76090905,2023,1,21,40.2,36.4
U76090905,2023,1,22,45.4,38.4
U76090905,2023,1,23,39.5,30.5
U76090905,2023,1,24,43.9,
U76090905,2023,1,25,45.9,45.9
U76090905,2023,1,26,40.1,42.6
U76090905,2023,1,27,41.8,35.6
U76090905,2023,1,28,39.4,39.2
U76090905,2023,1,29,38.4,34.5
U76090905,2023,1,30,41.6,41.0
U76090905,2023,1,31,43.7,36.9
U76090905,2023,2,1,44.0,32.8
U76090905,2023,2,2,40.9,30.6
U76090905,2023,2,3,37.0,44.5
U76090905,2023,2,4,41.8,38.2
U76090905,2023,2,5,39.1,38.3
U76090905,2023,2,6,40.5,36.7
U76090905,2023,2,7,42.6,
U76090905,2023,2,8,41.6,29.4
U76090905,2023,2,9,40.1,39.1
U76090905,2023,2,10,,38.1
U76090905,2023,2,11,35.4,40.7
U76090905,2023,2,12,35.1,40.5
U76090905,2023,2,13,42.5,27.4
U76090905,2023,2,14,37.0,42.1
U76090905,2023,2,15,39.6,38.2
U76090905,2023,2,16,41.7,36.7
U76090905,2023,2,17,41.1,46.2
U76090905,2023,2,18,42.4,47.6
U76090905,2023,2,19,35.7,36.0
U76090905,2023,2,20,39.7,36.6
U76090905,2023,2,21,43.0,35.9
U76090905,2023,2,22,41.4,38.0
U76090905,2023,2,23,40.4,41.6
U76090905,2023,2,24,39.5,39.6
U76090905,2023,2,25,37.0,35.7
U76090905,2023,2,26,44.0,43.7
U76090905,2023,2,27,40.7,45.0
U76090905,2023,2,28,45.4,37.6
U76090905,2023,3,1,37.0,41.0
U76090905,2023,3,2,35.6,29.1
U76090905,2023,3,3,42.6,38.9
U76090905,2023,3,4,39.5,34.8
U76090905,2023,3,5,39.3,40.0
U76090905,2023,3,6,42.3,35.2
U76090905,2023,3,7,33.9,35.6
U76090905,2023,3,8,42.1,32.6
U76090905,2023,3,9,42.4,32.0
U76090905,2023,3,10,37.9,37.3
U76090905,2023,3,11,40.3,39.0
U76090905,2023,3,12,40.8,36.0
U76090905,2023,3,13,34.5,36.1
U76090905,2023,3,14,36.5,36.7
U76090905,2023,3,15,37.3,38.9
U76090905,2023,3,16,37.7,40.9
U76090905,2023,3,17,39.1,31.6
U76090905,2023,3,18,39.0,35.0
U76090905,2023,3,19,41.6,45.5
U76090905,2023,3,20,38.5,
U76090905,2023,3,21,39.7,40.1
U76090905,2023,3,22,38.1,40.6
U76090905,2023,3,23,38.6,34.9
U76090905,2023,3,24,35.0,40.5
U76090905,2023,3,25,,46.4
U76090905,2023,3,26,38.8,38.4
U76090905,2023,3,27,37.0,
U76090905,2023,3,28,42.1,40.3
U76090905,2023,3,29,37.3,40.2
U76090905,2023,3,30,41.9,26.8
U76090905,2023,3,31,36.8,37.5
U2414203,2023,1,1,42.1,45.0
U2414203,2023,1,2,40.3,38.6
U2414203,2023,1,3,38.1,38.8
U2414203,2023,1,4,44.6,31.6
U2414203,2023,1,5,42.0,42.3
U2414203,2023,1,6,42.1,36.2
U2414203,2023,1,7,44.2,44.7
U2414203,2023,1,8,36.5,46.7
U2414203,2023,1,9,44.0,40.9
U2414203,2023,1,10,37.7,41.9
U2414203,2023,1,11,40.2,38.6
U2414203,2023,1,12,44.0,32.3
U2414203,2023,1,13,45.4,39.1
U2414203,2023,1,14,42.5,52.0
U2414203,2023,1,15,40.3,51.1
U2414203,2023,1,16,40.2,36.1
U2414203,2023,1,17,44.1,35.0
U2414203,2023,1,18,44.1,40.2
U2414203,2023,1,19,39.1,39.1
U2414203,2023,1,20,39.5,35.0
U2414203,2023,1,21,39.8,37.8
U2414203,2023,1,22,42.5,45.1
U2414203,2023,1,23,44.6,42.2
U2414203,2023,1,24,38.0,41.1
U2414203,2023,1,25,,48.3
U2414203,2023,1,26,38.6,41.3
U2414203,2023,1,27,37.8,29.0
U2414203,2023,1,28,41.4,40.2
U2414203,2023,1,29,42.8,42.0
U2414203,2023,1,30,48.3,36.2
U2414203,2023,1,31,41.1,40.0
U2414203,2023,2,1,41.5,
U2414203,2023,2,2,40.2,40.1
U2414203,2023,2,3,43.6,45.9
U2414203,2023,2,4,37.5,43.3
U2414203,2023,2,5,,30.6
U2414203,2023,2,6,43.4,36.7
U2414203,2023,2,7,44.2,40.1
U2414203,2023,2,8,41.6,47.6
U2414203,2023,2,9,37.0,37.6
U2414203,2023,2,10,37.3,41.6
U2414203,2023,2,11,41.9,47.4
U2414203,2023,2,12,40.9,34.8
U2414203,2023,2,13,39.2,39.4
U2414203,2023,2,14,43.3,38.1
U2414203,2023,2,15,41.2,37.2
U2414203,2023,2,16,39.6,
U2414203,2023,2,17,41.9,30.1
U2414203,2023,2,18,44.7,46.1
U2414203,2023,2,19,44.0,33.8
U2414203,2023,2,20,44.4,40.3
U2414203,2023,2,21,39.5,32.6
U2414203,2023,2,22,39.9,35.1
U2414203,2023,2,23,39.3,38.5
U2414203,2023,2,24,43.7,31.5
U2414203,2023,2,25,37.3,43.3
U2414203,2023,2,26,40.4,42.2
U2414203,2023,2,27,46.8,38.6
U2414203,2023,2,28,43.3,28.3
U2414203,2023,3,1,41.3,36.3
U2414203,2023,3,2,35.7,40.6
U2414203,2023,3,3,39.4,37.7
U2414203,2023,3,4,35.4,43.4
U2414203,2023,3,5,41.5,40.1
U2414203,2023,3,6,40.2,34.1
U2414203,2023,3,7,34.4,29.0
U2414203,2023,3,8,41.8,40.2
U2414203,2023,3,9,37.0,35.8
U2414203,2023,3,10,38.9,32.2
U2414203,2023,3,11,36.6,
U2414203,2023,3,12,37.7,43.8
U2414203,2023,3,13,36.7,37.4
U2414203,2023,3,14,44.4,34.9
U2414203,2023,3,15,34.7,38.6
U2414203,2023,3,16,36.0,42.5
U2414203,2023,3,17,40.8,34.2
U2414203,2023,3,18,39.5,39.8
U2414203,2023,3,19,38.9,37.8
U2414203,2023,3,20,,37.6
U2414203,2023,3,21,40.4,41.9
U2414203,2023,3,22,44.4,33.6
U2414203,2023,3,23,35.4,30.9
U2414203,2023,3,24,38.1,34.8
U2414203,2023,3,25,40.8,38.8
U2414203,2023,3,26,38.1,40.1
U2414203,2023,3,27,37.6,37.9
U2414203,2023,3,28,38.1,42.9
U2414203,2023,3,29,38.7,37.8
U2414203,2023,3,30,38.1,29.9
U2414203,2023,3,31,36.8,
60 belcroft rise,2023,1,1,44.7,42.1
60 belcroft rise,2023,1,2,42.5,33.6
60 belcroft rise,2023,1,3,42.3,39.3
60 belcroft rise,2023,1,4,41.6,43.2
60 belcroft rise,2023,1,5,39.2,30.1
60 belcroft rise,2023,1,6,37.1,35.3
60 belcroft rise,2023,1,7,42.8,37.4
60 belcroft rise,2023,1,8,41.3,41.0
60 belcroft rise,2023,1,9,,40.6
60 belcroft rise,2023,1,10,40.6,31.4
60 belcroft rise,2023,1,11,43.2,35.9
60 belcroft rise,2023,1,12,40.9,29.7
60 belcroft rise,2023,1,13,38.7,43.8
60 belcroft rise,2023,1,14,38.8,36.8
60 belcroft rise,2023,1,15,38.4,34.2
60 belcroft rise,2023,1,16,41.9,46.5
60 belcroft rise,2023,1,17,48.1,30.5
60 belcroft rise,2023,1,18,38.3,
60 belcroft rise,2023,1,19,40.8,34.9
60 belcroft rise,2023,1,20,41.0,34.1
60 belcroft rise,2023,1,21,43.1,40.8
60 belcroft rise,2023,1,22,38.4,42.5
60 belcroft rise,2023,1,23,42.5,40.3
60 belcroft rise,2023,1,24,41.4,37.0
60 belcroft rise,2023,1,25,40.9,32.5
60 belcroft rise,2023,1,26,42.0,39.6
60 belcroft rise,2023,1,27,39.5,39.1
60 belcroft rise,2023,1,28,41.9,41.7
60 belcroft rise,2023,1,29,44.5,43.9
60 belcroft rise,2023,1,30,42.7,33.5
60 belcroft rise,2023,1,31,48.4,35.2
60 belcroft rise,2023,2,1,40.0,32.4
60 belcroft rise,2023,2,2,41.6,
60 belcroft rise,2023,2,3,42.9,35.5
60 belcroft rise,2023,2,4,39.2,41.3
60 belcroft rise,2023,2,5,42.4,39.5
60 belcroft rise,2023,2,6,43.3,37.6
60 belcroft rise,2023,2,7,39.5,38.6
60 belcroft rise,2023,2,8,37.6,31.6
60 belcroft rise,2023,2,9,41.5,38.6
60 belcroft rise,2023,2,10,41.4,
60 belcroft rise,2023,2,11,41.7,36.3
60 belcroft rise,2023,2,12,38.6,38.2
60 belcroft rise,2023,2,13,40.2,38.6
60 belcroft rise,2023,2,14,41.5,34.9
60 belcroft rise,2023,2,15,39.1,
60 belcroft rise,2023,2,16,41.8,38.0
60 belcroft rise,2023,2,17,46.7,36.4
60 belcroft rise,2023,2,18,46.0,
60 belcroft rise,2023,2,19,36.7,51.4
60 belcroft rise,2023,2,20,,33.8
60 belcroft rise,2023,2,21,45.1,35.0
60 belcroft rise,2023,2,22,42.0,33.0
60 belcroft rise,2023,2,23,44.9,46.1
60 belcroft rise,2023,2,24,40.7,40.6
60 belcroft rise,2023,2,25,44.7,
60 belcroft rise,2023,2,26,39.0,42.5
60 belcroft rise,2023,2,27,40.0,36.7
60 belcroft rise,2023,2,28,,44.7
60 belcroft rise,2023,3,1,38.1,30.2
60 belcroft rise,2023,3,2,39.5,39.2
60 belcroft rise,2023,3,3,38.8,
60 belcroft rise,2023,3,4,36.0,39.1
60 belcroft rise,2023,3,5,37.0,
60 belcroft rise,2023,3,6,41.5,36.0
60 belcroft rise,2023,3,7,35.3,39.5
60 belcroft rise,2023,3,8,40.9,39.7
60 belcroft rise,2023,3,9,35.5,29.6
60 belcroft rise,2023,3,10,38.4,36.0
60 belcroft rise,2023,3,11,,31.4
60 belcroft rise,2023,3,12,41.2,42.1
60 belcroft rise,2023,3,13,36.5,34.4
60 belcroft rise,2023,3,14,42.9,29.2
60 belcroft rise,2023,3,15,39.6,
60 belcroft rise,2023,3,16,39.0,36.6
60 belcroft rise,2023,3,17,39.1,37.6
60 belcroft rise,2023,3,18,40.6,38.0
60 belcroft rise,2023,3,19,38.4,36.8
60 belcroft rise,2023,3,20,40.1,47.4
60 belcroft rise,2023,3,21,38.7,36.2
60 belcroft rise,2023,3,22,,26.3
60 belcroft rise,2023,3,23,39.9,38.0
60 belcroft rise,2023,3,24,38.2,30.3
60 belcroft rise,2023,3,25,35.8,35.5
60 belcroft rise,2023,3,26,36.3,36.6
60 belcroft rise,2023,3,27,38.6,39.9
60 belcroft rise,2023,3,28,36.0,29.3
60 belcroft rise,2023,3,29,38.8,37.1
60 belcroft rise,2023,3,30,35.9,32.2
60 belcroft rise,2023,3,31,42.9,31.2
135 draywick place,2023,1,1,45.3,45.2
135 draywick place,2023,1,2,41.9,26.7
135 draywick place,2023,1,3,37.8,37.5
135 draywick place,2023,1,4,43.2,39.0
135 draywick place,2023,1,5,41.9,30.1
135 draywick place,2023,1,6,43.3,32.0
135 draywick place,2023,1,7,44.2,40.8
135 draywick place,2023,1,8,41.9,39.8
135 draywick place,2023,1,9,42.5,38.5
135 draywick place,2023,1,10,40.1,37.7
135 draywick place,2023,1,11,42.0,
135 draywick place,2023,1,12,45.3,38.6
135 draywick place,2023,1,13,39.9,28.4
135 draywick place,2023,1,14,42.7,37.7
135 draywick place,2023,1,15,44.3,40.6
135 draywick place,2023,1,16,45.3,33.3
135 draywick place,2023,1,17,43.4,32.8
135 draywick place,2023,1,18,40.6,35.2
135 draywick place,2023,1,19,41.1,33.6
135 draywick place,2023,1,20,40.0,33.5
135 draywick place,2023,1,21,39.6,41.6
135 draywick place,2023,1,22,47.8,33.7
135 draywick place,2023,1,23,44.5,36.5
135 draywick place,2023,1,24,39.5,42.4
135 draywick place,2023,1,25,41.9,44.9
135 draywick place,2023,1,26,39.9,37.0
135 draywick place,2023,1,27,38.5,
135 draywick place,2023,1,28,40.2,51.2
135 draywick place,2023,1,29,41.7,45.0
135 draywick place,2023,1,30,40.5,39.1
135 draywick place,2023,1,31,44.5,32.0
135 draywick place,2023,2,1,36.6,41.5
135 draywick place,2023,2,2,37.7,43.5
135 draywick place,2023,2,3,40.4,29.8
135 draywick place,2023,2,4,39.9,36.4
135 draywick place,2023,2,5,40.9,36.7
135 draywick place,2023,2,6,,35.0
135 draywick place,2023,2,7,39.8,41.7
135 draywick place,2023,2,8,41.9,33.2
135 draywick place,2023,2,9,42.6,36.4
135 draywick place,2023,2,10,43.6,32.2
135 draywick place,2023,2,11,40.7,40.9
135 draywick place,2023,2,12,40.5,40.2
135 draywick place,2023,2,13,44.6,40.7
135 draywick place,2023,2,14,41.8,32.3
135 draywick place,2023,2,15,42.8,42.5
135 draywick place,2023,2,16,40.5,36.8
135 draywick place,2023,2,17,,41.4
135 draywick place,2023,2,18,41.2,47.8
135 draywick place,2023,2,19,42.2,
135 draywick place,2023,2,20,37.9,39.3
135 draywick place,2023,2,21,45.1,41.5
135 draywick place,2023,2,22,38.7,43.2
135 draywick place,2023,2,23,37.1,45.2
135 draywick place,2023,2,24,40.8,32.2
135 draywick place,2023,2,25,39.5,40.8
135 draywick place,2023,2,26,39.4,41.3
135 draywick place,2023,2,27,40.0,34.5
135 draywick place,2023,2,28,40.3,47.7
135 draywick place,2023,3,1,41.6,25.5
135 draywick place,2023,3,2,,37.1
135 draywick place,2023,3,3,40.1,34.9
135 draywick place,2023,3,4,41.8,34.5
135 draywick place,2023,3,5,38.2,47.7
135 draywick place,2023,3,6,42.2,33.4
135 draywick place,2023,3,7,34.4,38.0
135 draywick place,2023,3,8,39.7,48.1
135 draywick place,2023,3,9,45.8,43.6
135 draywick place,2023,3,10,39.7,36.6
135 draywick place,2023,3,11,39.5,52.0
135 draywick place,2023,3,12,41.4,
135 draywick place,2023,3,13,43.7,33.2
135 draywick place,2023,3,14,41.0,35.3
135 draywick place,2023,3,15,34.1,30.6
135 draywick place,2023,3,16,,
135 draywick place,2023,3,17,40.8,45.7
135 draywick place,2023,3,18,38.3,40.1
135 draywick place,2023,3,19,43.7,41.5
135 draywick place,2023,3,20,40.7,34.7
135 draywick place,2023,3,21,37.7,31.3
135 draywick place,2023,3,22,38.5,44.2
135 draywick place,2023,3,23,36.3,33.6
135 draywick place,2023,3,24,37.5,32.2
135 draywick place,2023,3,25,37.0,42.7
135 draywick place,2023,3,26,38.6,39.0
135 draywick place,2023,3,27,40.7,38.3
135 draywick place,2023,3,28,38.6,36.7
135 draywick place,2023,3,29,33.0,35.9
135 draywick place,2023,3,30,39.8,37.0
135 draywick place,2023,3,31,34.2,44.5
