reference,year,month,day,avgTemperature,avgHumidity,avgCo2
91 salthorpe row,2023,1,8,18.27,57.56,591.67
91 salthorpe row,2023,1,9,18.33,62.11,497.66
91 salthorpe row,2023,1,10,19.13,56.13,
91 salthorpe row,2023,1,11,18.61,,
91 salthorpe row,2023,1,12,18.26,62.59,611.59
91 salthorpe row,2023,1,13,19.56,60.98,596.31
91 salthorpe row,2023,1,14,18.77,62.79,678.75
91 salthorpe row,2023,1,15,19.06,57.5,
91 salthorpe row,2023,1,16,18.18,62.13,
91 salthorpe row,2023,1,17,17.34,58.75,647.43
91 salthorpe row,2023,1,18,17.34,63.32,625.87
91 salthorpe row,2023,1,19,18.6,65.51,670.36
91 salthorpe row,2023,1,20,18.95,64.66,607.44
91 salthorpe row,2023,1,21,20.16,63.12,748.18
91 salthorpe row,2023,1,22,18.99,61.39,620.37
91 salthorpe row,2023,1,23,19.11,61.93,
91 salthorpe row,2023,1,24,18.97,58.57,675.11
91 salthorpe row,2023,1,25,19.21,59.06,717.55
91 salthorpe row,2023,1,26,18.36,55.43,655.55
91 salthorpe row,2023,1,27,18.07,60.29,567.22
91 salthorpe row,2023,1,28,19.31,59.6,
91 salthorpe row,2023,1,29,18.5,61.69,
91 salthorpe row,2023,1,30,18.67,62.2,
91 salthorpe row,2023,1,31,19.49,59.44,710.33
91 salthorpe row,2023,2,1,19.06,61.62,
91 salthorpe row,2023,2,2,17.94,61.73,690.51
91 salthorpe row,2023,2,3,18.8,62.45,517.21
91 salthorpe row,2023,2,4,20.08,61.97,577.1
91 salthorpe row,2023,2,5,18.92,58.95,604.54
91 salthorpe row,2023,2,6,19.56,60.44,702.07
91 salthorpe row,2023,2,7,18.4,59.45,696.61
91 salthorpe row,2023,2,8,18.51,60.27,
91 salthorpe row,2023,2,9,19.42,55.96,687.47
91 salthorpe row,2023,2,10,18.18,58.82,601.58
91 salthorpe row,2023,2,11,18.19,69.57,
91 salthorpe row,2023,2,12,18.74,62.78,
91 salthorpe row,2023,2,13,17.93,59.36,691.56
91 salthorpe row,2023,2,14,18.11,64.85,578.83
91 salthorpe row,2023,2,15,18.48,61.02,765.27
91 salthorpe row,2023,2,16,18.19,62.34,
91 salthorpe row,2023,2,17,18.94,57.81,595.79
91 salthorpe row,2023,2,18,18.74,62.91,594.47
91 salthorpe row,2023,2,19,19.96,61.6,
91 salthorpe row,2023,2,20,19.11,59.78,772.02
91 salthorpe row,2023,2,21,18.73,62.69,
91 salthorpe row,2023,2,22,18.61,64.1,
91 salthorpe row,2023,2,23,19.04,61.46,676.85
91 salthorpe row,2023,2,24,18.29,64.17,707.82
91 salthorpe row,2023,2,25,18.94,60.24,544.23
91 salthorpe row,2023,2,26,19.21,61.85,603.57
91 salthorpe row,2023,2,27,18.35,59.23,658.73
91 salthorpe row,2023,2,28,18.51,65.17,
91 salthorpe row,2023,3,1,18.94,55.34,705.74
91 salthorpe row,2023,3,2,18.52,59.93,600.6
91 salthorpe row,2023,3,3,20.0,55.09,592.0
91 salthorpe row,2023,3,4,19.32,58.42,
91 salthorpe row,2023,3,5,19.32,60.81,665.47
91 salthorpe row,2023,3,6,19.32,64.55,665.85
91 salthorpe row,2023,3,7,18.76,56.32,
91 salthorpe row,2023,3,8,20.14,64.77,629.63
91 salthorpe row,2023,3,9,19.02,58.94,
91 salthorpe row,2023,3,10,19.03,57.82,721.36
91 salthorpe row,2023,3,11,20.01,64.21,782.92
91 salthorpe row,2023,3,12,19.54,63.26,641.29
91 salthorpe row,2023,3,13,,,674.39
91 salthorpe row,2023,3,14,19.34,59.89,
91 salthorpe row,2023,3,15,19.63,56.11,614.37
91 salthorpe row,2023,3,16,19.34,56.67,683.05
91 salthorpe row,2023,3,17,19.29,51.26,564.96
91 salthorpe row,2023,3,18,20.12,56.43,
91 salthorpe row,2023,3,19,18.4,60.37,
91 salthorpe row,2023,3,20,19.77,,674.01
91 salthorpe row,2023,3,21,19.74,59.32,
91 salthorpe row,2023,3,22,18.54,54.45,609.91
91 salthorpe row,2023,3,23,19.13,56.43,
91 salthorpe row,2023,3,24,18.49,61.29,613.53
91 salthorpe row,2023,3,25,19.51,58.0,675.21
91 salthorpe row,2023,3,26,20.17,53.53,661.37
91 salthorpe row,2023,3,27,19.37,62.09,577.32
91 salthorpe row,2023,3,28,20.32,57.62,
91 salthorpe row,2023,3,29,,59.88,571.72
91 salthorpe row,2023,3,30,19.61,57.13,567.02
91 salthorpe row,2023,3,31,19.14,63.66,586.85
U643644,2023,1,1,18.11,63.65,665.52
U643644,2023,1,2,18.59,57.8,628.28
U643644,2023,1,3,18.26,60.64,608.96
U643644,2023,1,4,17.96,61.29,657.06
U643644,2023,1,5,17.87,61.51,592.23
U643644,2023,1,6,17.77,63.27,712.07
U643644,2023,1,7,18.18,57.45,
U643644,2023,1,8,18.1,61.62,619.81
U643644,2023,1,9,17.59,59.47,632.86
U643644,2023,1,10,17.39,,
U643644,2023,1,11,17.67,60.37,689.79
U643644,2023,1,12,17.79,60.65,
U643644,2023,1,13,18.32,,
U643644,2023,1,14,18.23,65.48,
U643644,2023,1,15,18.15,59.03,715.8
U643644,2023,1,16,17.89,55.4,602.44
U643644,2023,1,17,17.77,62.41,
U643644,2023,1,18,17.28,57.39,
U643644,2023,1,19,17.18,63.83,652.69
U643644,2023,1,20,17.04,61.76,
U643644,2023,1,21,17.7,71.36,
U643644,2023,1,22,17.47,60.19,607.24
U643644,2023,1,23,18.23,61.34,
U643644,2023,1,24,17.9,59.12,614.94
U643644,2023,1,25,16.86,57.72,
U643644,2023,1,26,17.97,66.17,647.26
U643644,2023,1,27,17.79,63.22,
U643644,2023,1,28,18.98,59.68,736.45
U643644,2023,1,29,17.46,58.97,674.2
U643644,2023,1,30,16.8,60.84,
U643644,2023,1,31,17.4,64.21,641.84
U643644,2023,2,1,17.41,60.55,611.84
U643644,2023,2,2,17.7,63.72,
U643644,2023,2,3,,62.35,584.9
U643644,2023,2,4,17.49,61.71,600.91
U643644,2023,2,5,18.53,63.46,641.8
U643644,2023,2,6,18.24,60.96,721.42
U643644,2023,2,7,19.03,65.59,712.01
U643644,2023,2,8,19.2,64.29,622.66
U643644,2023,2,9,17.59,58.91,736.23
U643644,2023,2,10,17.55,63.16,623.75
U643644,2023,2,11,17.03,53.9,
U643644,2023,2,12,17.91,,632.16
U643644,2023,2,13,17.08,59.25,
U643644,2023,2,14,17.95,59.76,588.7
U643644,2023,2,15,17.18,61.5,595.95
U643644,2023,2,16,18.09,60.62,
U643644,2023,2,17,18.15,63.85,
U643644,2023,2,18,17.96,59.7,614.48
U643644,2023,2,19,17.79,67.36,534.53
U643644,2023,2,20,16.48,60.45,
U643644,2023,2,21,17.22,59.92,
U643644,2023,2,22,17.41,56.46,593.86
U643644,2023,2,23,18.29,53.23,660.36
U643644,2023,2,24,17.48,57.52,645.05
U643644,2023,2,25,18.23,59.55,736.8
U643644,2023,2,26,17.31,60.7,760.14
U643644,2023,2,27,17.66,60.27,714.05
U643644,2023,2,28,18.21,63.45,
U643644,2023,3,1,18.98,57.34,610.17
U643644,2023,3,2,18.14,63.54,679.14
U643644,2023,3,3,17.6,63.09,
U643644,2023,3,4,18.26,59.13,637.67
U643644,2023,3,5,17.77,60.63,
U643644,2023,3,6,18.54,55.69,611.19
U643644,2023,3,7,19.13,60.49,674.85
U643644,2023,3,8,18.02,61.19,670.75
U643644,2023,3,9,17.87,61.09,690.33
U643644,2023,3,10,18.55,59.5,666.48
U643644,2023,3,11,18.45,61.97,538.4
U643644,2023,3,12,18.81,58.91,667.95
U643644,2023,3,13,18.71,58.56,661.21
U643644,2023,3,14,17.42,63.79,606.75
U643644,2023,3,15,17.9,62.67,619.38
U643644,2023,3,16,19.0,59.85,572.87
U643644,2023,3,17,18.44,61.19,648.7
U643644,2023,3,18,18.82,55.49,560.71
U643644,2023,3,19,18.79,59.42,
U643644,2023,3,20,19.8,64.99,
U643644,2023,3,21,19.41,66.01,611.99
U643644,2023,3,22,17.44,63.14,
U643644,2023,3,23,18.11,65.92,623.99
U643644,2023,3,24,18.05,,552.09
U643644,2023,3,25,19.25,62.97,667.65
U643644,2023,3,26,19.02,,
U643644,2023,3,27,18.91,62.79,687.85
U643644,2023,3,28,19.4,61.21,
U643644,2023,3,29,17.74,62.13,634.48
U643644,2023,3,30,18.63,56.04,
U643644,2023,3,31,19.37,58.95,599.4
90 aldwick way,2023,1,1,,59.63,
90 aldwick way,2023,1,2,18.19,62.08,
90 aldwick way,2023,1,3,16.76,58.1,663.57
90 aldwick way,2023,1,4,17.77,,
90 aldwick way,2023,1,5,,63.22,739.62
90 aldwick way,2023,1,6,18.01,53.62,606.8
90 aldwick way,2023,1,7,16.45,60.41,
90 aldwick way,2023,1,8,18.21,63.31,
90 aldwick way,2023,1,9,17.99,61.83,
90 aldwick way,2023,1,10,18.17,60.93,635.91
90 aldwick way,2023,1,11,18.44,62.4,549.16
90 aldwick way,2023,1,12,18.14,58.91,624.07
90 aldwick way,2023,1,13,18.75,59.05,722.23
90 aldwick way,2023,1,14,17.65,64.73,680.08
90 aldwick way,2023,1,15,19.4,,645.18
90 aldwick way,2023,1,16,17.07,62.98,547.35
90 aldwick way,2023,1,17,17.78,62.42,763.67
90 aldwick way,2023,1,18,17.41,63.69,624.13
90 aldwick way,2023,1,19,17.36,61.11,647.77
90 aldwick way,2023,1,20,17.35,58.29,603.8
90 aldwick way,2023,1,21,17.68,62.25,
90 aldwick way,2023,1,22,17.91,54.46,700.99
90 aldwick way,2023,1,23,17.68,68.62,619.88
90 aldwick way,2023,1,24,17.44,57.85,634.27
90 aldwick way,2023,1,25,17.13,59.87,
90 aldwick way,2023,1,26,17.61,61.96,639.7
90 aldwick way,2023,1,27,17.62,63.68,600.03
90 aldwick way,2023,1,28,18.45,64.87,618.24
90 aldwick way,2023,1,29,18.48,61.36,667.28
90 aldwick way,2023,1,30,16.96,66.38,718.2
90 aldwick way,2023,1,31,17.63,61.63,713.47
90 aldwick way,2023,2,1,18.17,57.9,619.23
90 aldwick way,2023,2,2,17.95,59.95,609.1
90 aldwick way,2023,2,3,17.89,67.48,625.91
90 aldwick way,2023,2,4,18.02,61.49,718.31
90 aldwick way,2023,2,5,17.93,58.07,583.88
90 aldwick way,2023,2,6,17.72,64.34,614.72
90 aldwick way,2023,2,7,17.2,66.3,
90 aldwick way,2023,2,8,17.8,57.42,
90 aldwick way,2023,2,9,17.5,61.82,561.17
90 aldwick way,2023,2,10,18.99,58.85,616.16
90 aldwick way,2023,2,11,17.34,58.46,743.91
90 aldwick way,2023,2,12,19.2,60.68,677.02
90 aldwick way,2023,2,13,17.03,60.48,672.62
90 aldwick way,2023,2,14,18.09,59.02,594.34
90 aldwick way,2023,2,15,18.25,61.29,
90 aldwick way,2023,2,16,17.39,60.53,627.53
90 aldwick way,2023,2,17,17.71,,683.55
90 aldwick way,2023,2,18,17.96,64.15,706.28
90 aldwick way,2023,2,19,18.61,59.98,696.13
90 aldwick way,2023,2,20,17.46,60.92,
90 aldwick way,2023,2,21,18.2,,
90 aldwick way,2023,2,22,18.11,64.44,638.99
90 aldwick way,2023,2,23,17.54,60.68,
90 aldwick way,2023,2,24,18.16,59.48,661.96
90 aldwick way,2023,2,25,18.04,61.88,627.6
90 aldwick way,2023,2,26,17.98,61.84,559.61
90 aldwick way,2023,2,27,18.19,55.12,706.59
90 aldwick way,2023,2,28,17.38,61.51,537.7
90 aldwick way,2023,3,1,19.05,55.78,610.21
90 aldwick way,2023,3,2,18.21,,
90 aldwick way,2023,3,3,18.35,58.82,751.83
90 aldwick way,2023,3,4,18.6,56.69,606.41
90 aldwick way,2023,3,5,17.86,60.1,664.3
90 aldwick way,2023,3,6,19.17,60.1,
90 aldwick way,2023,3,7,19.1,66.07,594.79
90 aldwick way,2023,3,8,17.86,55.47,581.25
90 aldwick way,2023,3,9,16.73,58.75,
90 aldwick way,2023,3,10,17.93,59.59,549.65
90 aldwick way,2023,3,11,18.95,61.96,
90 aldwick way,2023,3,12,18.86,62.61,625.47
90 aldwick way,2023,3,13,18.51,60.82,587.76
90 aldwick way,2023,3,14,18.68,69.05,
90 aldwick way,2023,3,15,18.22,,
90 aldwick way,2023,3,16,17.46,60.9,566.81
90 aldwick way,2023,3,17,18.27,62.65,644.48
90 aldwick way,2023,3,18,17.98,60.9,
90 aldwick way,2023,3,19,19.65,58.4,663.48
90 aldwick way,2023,3,20,18.63,,697.37
90 aldwick way,2023,3,21,18.15,61.69,672.06
90 aldwick way,2023,3,22,,59.99,750.41
90 aldwick way,2023,3,23,17.32,,740.69
90 aldwick way,2023,3,24,19.57,60.35,725.56
90 aldwick way,2023,3,25,18.36,65.12,
90 aldwick way,2023,3,26,17.51,64.19,695.1
90 aldwick way,2023,3,27,18.75,61.82,656.78
90 aldwick way,2023,3,28,18.76,58.83,573.98
90 aldwick way,2023,3,29,18.51,57.09,
90 aldwick way,2023,3,30,18.03,57.37,551.28
90 aldwick way,2023,3,31,17.66,59.3,630.57
27 ravenspur gdns,2023,1,1,18.35,60.19,
27 ravenspur gdns,2023,1,2,17.24,63.85,588.27
27 ravenspur gdns,2023,1,3,17.1,58.96,
27 ravenspur gdns,2023,1,4,17.48,58.7,
27 ravenspur gdns,2023,1,5,18.68,61.59,560.83
27 ravenspur gdns,2023,1,6,16.97,65.77,698.6
27 ravenspur gdns,2023,1,7,18.0,63.18,683.09
27 ravenspur gdns,2023,1,8,16.48,57.55,530.25
27 ravenspur gdns,2023,1,9,17.66,63.18,717.66
27 ravenspur gdns,2023,1,10,17.62,63.41,
27 ravenspur gdns,2023,1,11,16.8,61.55,668.82
27 ravenspur gdns,2023,1,12,18.48,59.76,
27 ravenspur gdns,2023,1,13,18.27,59.8,637.3
27 ravenspur gdns,2023,1,14,17.43,59.99,589.25
27 ravenspur gdns,2023,1,15,17.73,64.09,688.01
27 ravenspur gdns,2023,1,16,16.99,58.36,732.58
27 ravenspur gdns,2023,1,17,18.16,61.76,
27 ravenspur gdns,2023,1,18,18.08,62.25,
27 ravenspur gdns,2023,1,19,17.14,66.92,662.25
27 ravenspur gdns,2023,1,20,16.44,62.0,771.78
27 ravenspur gdns,2023,1,21,18.19,65.19,643.1
27 ravenspur gdns,2023,1,22,18.11,66.67,585.05
27 ravenspur gdns,2023,1,23,18.31,59.27,
27 ravenspur gdns,2023,1,24,17.78,62.7,684.57
27 ravenspur gdns,2023,1,25,17.94,63.58,591.9
27 ravenspur gdns,2023,1,26,16.96,63.53,
27 ravenspur gdns,2023,1,27,18.11,56.93,611.26
27 ravenspur gdns,2023,1,28,17.41,63.26,696.26
27 ravenspur gdns,2023,1,29,17.85,62.75,826.2
27 ravenspur gdns,2023,1,30,17.91,63.79,672.97
27 ravenspur gdns,2023,1,31,16.95,63.56,679.54
27 ravenspur gdns,2023,2,1,17.01,61.07,
27 ravenspur gdns,2023,2,2,17.29,58.6,702.43
27 ravenspur gdns,2023,2,3,17.61,67.19,629.45
27 ravenspur gdns,2023,2,4,,62.66,
27 ravenspur gdns,2023,2,5,18.08,60.96,631.07
27 ravenspur gdns,2023,2,6,18.41,63.28,775.67
27 ravenspur gdns,2023,2,7,17.11,60.54,624.34
27 ravenspur gdns,2023,2,8,18.25,62.97,609.45
27 ravenspur gdns,2023,2,9,17.49,57.7,662.58
27 ravenspur gdns,2023,2,10,18.05,58.92,621.81
27 ravenspur gdns,2023,2,11,18.22,63.1,598.52
27 ravenspur gdns,2023,2,12,17.61,62.72,693.55
27 ravenspur gdns,2023,2,13,16.58,57.11,
27 ravenspur gdns,2023,2,14,16.12,62.37,
27 ravenspur gdns,2023,2,15,18.19,57.09,738.5
27 ravenspur gdns,2023,2,16,16.76,61.7,695.15
27 ravenspur gdns,2023,2,17,16.79,63.6,
27 ravenspur gdns,2023,2,18,17.56,60.18,602.53
27 ravenspur gdns,2023,2,19,18.83,60.26,633.13
27 ravenspur gdns,2023,2,20,17.37,63.51,497.13
27 ravenspur gdns,2023,2,21,18.25,61.62,772.06
27 ravenspur gdns,2023,2,22,18.05,60.95,692.79
27 ravenspur gdns,2023,2,23,18.47,63.29,587.16
27 ravenspur gdns,2023,2,24,18.71,61.95,763.61
27 ravenspur gdns,2023,2,25,,60.46,693.68
27 ravenspur gdns,2023,2,26,18.16,64.02,564.43
27 ravenspur gdns,2023,2,27,17.64,64.7,
27 ravenspur gdns,2023,2,28,17.62,,522.7
27 ravenspur gdns,2023,3,1,18.95,60.71,
27 ravenspur gdns,2023,3,2,18.5,65.8,652.32
27 ravenspur gdns,2023,3,3,18.49,55.93,576.78
27 ravenspur gdns,2023,3,4,18.51,62.24,598.09
27 ravenspur gdns,2023,3,5,18.86,57.78,693.78
27 ravenspur gdns,2023,3,6,17.85,63.16,
27 ravenspur gdns,2023,3,7,18.19,67.06,
27 ravenspur gdns,2023,3,8,18.36,67.08,635.41
27 ravenspur gdns,2023,3,9,,60.45,597.05
27 ravenspur gdns,2023,3,10,18.45,57.8,607.34
27 ravenspur gdns,2023,3,11,19.34,63.73,641.37
27 ravenspur gdns,2023,3,12,18.97,62.65,695.71
27 ravenspur gdns,2023,3,13,18.71,60.44,466.46
27 ravenspur gdns,2023,3,14,18.56,58.91,
27 ravenspur gdns,2023,3,15,18.21,65.41,
27 ravenspur gdns,2023,3,16,19.67,59.06,661.21
27 ravenspur gdns,2023,3,17,19.26,57.48,
27 ravenspur gdns,2023,3,18,19.23,57.19,
27 ravenspur gdns,2023,3,19,18.21,56.4,
27 ravenspur gdns,2023,3,20,19.02,60.54,634.23
27 ravenspur gdns,2023,3,21,19.26,61.61,632.2
27 ravenspur gdns,2023,3,22,19.01,54.52,
27 ravenspur gdns,2023,3,23,18.96,53.24,
27 ravenspur gdns,2023,3,24,,61.11,646.94
27 ravenspur gdns,2023,3,25,18.45,62.17,704.51
27 ravenspur gdns,2023,3,26,19.04,,645.68
27 ravenspur gdns,2023,3,27,19.14,58.97,727.14
27 ravenspur gdns,2023,3,28,18.9,58.37,662.7
27 ravenspur gdns,2023,3,29,18.54,60.7,688.5
27 ravenspur gdns,2023,3,30,19.06,65.44,712.43
27 ravenspur gdns,2023,3,31,19.2,60.09,678.25
U9993899,2023,1,1,16.1,62.02,661.66
U9993899,2023,1,2,16.54,,
U9993899,2023,1,3,17.23,68.09,545.19
U9993899,2023,1,4,16.79,61.57,544.97
U9993899,2023,1,5,16.72,63.64,563.86
U9993899,2023,1,6,15.71,63.72,649.94
U9993899,2023,1,7,16.57,66.28,607.49
U9993899,2023,1,8,16.14,62.18,621.69
U9993899,2023,1,9,17.29,57.75,
U9993899,2023,1,10,18.05,62.08,
U9993899,2023,1,11,17.23,60.3,612.86
U9993899,2023,1,12,17.02,64.24,576.87
U9993899,2023,1,13,16.1,,746.15
U9993899,2023,1,14,16.36,63.7,634.72
U9993899,2023,1,15,16.94,62.74,
U9993899,2023,1,16,16.16,61.36,656.91
U9993899,2023,1,17,17.58,61.07,
U9993899,2023,1,18,16.8,63.23,630.08
U9993899,2023,1,19,16.52,60.29,595.28
U9993899,2023,1,20,16.85,63.49,
U9993899,2023,1,21,17.62,63.44,
U9993899,2023,1,22,16.63,68.44,
U9993899,2023,1,23,16.56,58.88,
U9993899,2023,1,24,16.91,63.89,609.14
U9993899,2023,1,25,17.07,61.06,630.5
U9993899,2023,1,26,16.74,59.83,708.31
U9993899,2023,1,27,17.4,63.43,595.19
U9993899,2023,1,28,16.76,62.63,673.53
U9993899,2023,1,29,18.31,57.68,631.33
U9993899,2023,1,30,17.24,63.63,606.52
U9993899,2023,1,31,16.88,60.51,
U9993899,2023,2,1,17.05,59.81,
U9993899,2023,2,2,17.17,60.53,
U9993899,2023,2,3,17.03,63.56,438.28
U9993899,2023,2,4,16.89,65.42,660.94
U9993899,2023,2,5,17.34,67.45,
U9993899,2023,2,6,16.19,64.07,630.37
U9993899,2023,2,7,17.25,60.9,632.89
U9993899,2023,2,8,17.78,66.89,
U9993899,2023,2,9,16.68,61.27,681.86
U9993899,2023,2,10,16.06,,597.84
U9993899,2023,2,11,16.06,67.74,539.03
U9993899,2023,2,12,18.05,64.13,674.36
U9993899,2023,2,13,17.12,60.78,
U9993899,2023,2,14,16.41,61.81,552.78
U9993899,2023,2,15,17.41,60.91,604.42
U9993899,2023,2,16,16.91,,
U9993899,2023,2,17,16.98,58.23,650.59
U9993899,2023,2,18,17.21,63.23,501.28
U9993899,2023,2,19,18.29,65.12,668.91
U9993899,2023,2,20,17.07,56.76,635.3
U9993899,2023,2,21,17.69,64.02,612.64
U9993899,2023,2,22,17.53,58.88,
U9993899,2023,2,23,,63.92,539.2
U9993899,2023,2,24,16.95,57.34,590.47
U9993899,2023,2,25,17.31,63.02,618.38
U9993899,2023,2,26,17.61,58.06,
U9993899,2023,2,27,16.78,68.14,706.25
U9993899,2023,2,28,17.64,66.27,
U9993899,2023,3,1,17.45,60.22,
U9993899,2023,3,2,16.9,,632.28
U9993899,2023,3,3,17.28,62.53,624.39
U9993899,2023,3,4,18.75,66.88,646.24
U9993899,2023,3,5,18.08,59.11,562.95
U9993899,2023,3,6,18.42,61.87,629.75
U9993899,2023,3,7,16.67,69.15,736.59
U9993899,2023,3,8,17.46,63.19,581.51
U9993899,2023,3,9,17.36,59.1,693.26
U9993899,2023,3,10,17.36,62.38,
U9993899,2023,3,11,17.42,60.95,771.4
U9993899,2023,3,12,17.64,58.81,
U9993899,2023,3,13,17.51,62.69,643.49
U9993899,2023,3,14,17.55,62.43,682.05
U9993899,2023,3,15,18.14,61.93,675.27
U9993899,2023,3,16,18.71,54.92,
U9993899,2023,3,17,17.56,62.65,664.66
U9993899,2023,3,18,18.61,61.54,602.45
U9993899,2023,3,19,17.52,59.61,650.57
U9993899,2023,3,20,,65.08,
U9993899,2023,3,21,17.4,62.5,675.38
U9993899,2023,3,22,17.41,63.46,
U9993899,2023,3,23,18.41,59.76,
U9993899,2023,3,24,17.43,64.46,663.64
U9993899,2023,3,25,17.71,63.29,
U9993899,2023,3,26,,63.59,692.11
U9993899,2023,3,27,17.4,61.18,632.98
U9993899,2023,3,28,16.82,60.27,
U9993899,2023,3,29,18.21,57.27,568.25
U9993899,2023,3,30,18.11,58.18,692.53
U9993899,2023,3,31,18.57,65.7,
78 mossden hill,2023,1,1,18.29,60.0,
78 mossden hill,2023,1,2,18.44,61.75,
78 mossden hill,2023,1,3,18.25,62.39,
78 mossden hill,2023,1,4,18.09,60.49,
78 mossden hill,2023,1,5,,60.5,
78 mossden hill,2023,1,6,19.6,58.36,
78 mossden hill,2023,1,7,18.93,58.94,
78 mossden hill,2023,1,8,17.99,61.75,
78 mossden hill,2023,1,9,18.52,55.77,
78 mossden hill,2023,1,10,19.41,62.57,
78 mossden hill,2023,1,11,18.19,55.52,
78 mossden hill,2023,1,12,18.41,,
78 mossden hill,2023,1,13,19.36,55.18,
78 mossden hill,2023,1,14,20.46,60.78,
78 mossden hill,2023,1,15,18.95,59.65,
78 mossden hill,2023,1,16,18.78,65.01,
78 mossden hill,2023,1,17,18.73,54.03,
78 mossden hill,2023,1,18,17.89,62.79,
78 mossden hill,2023,1,19,18.48,57.99,
78 mossden hill,2023,1,20,18.43,59.41,
78 mossden hill,2023,1,21,18.46,62.52,
78 mossden hill,2023,1,22,19.34,63.33,
78 mossden hill,2023,1,23,18.94,61.33,
78 mossden hill,2023,1,24,18.65,57.24,
78 mossden hill,2023,1,25,18.34,61.01,
78 mossden hill,2023,1,26,18.82,63.25,
78 mossden hill,2023,1,27,18.99,56.8,
78 mossden hill,2023,1,28,18.68,,
78 mossden hill,2023,1,29,18.26,60.49,
78 mossden hill,2023,1,30,19.37,58.72,
78 mossden hill,2023,1,31,18.36,61.84,
78 mossden hill,2023,2,1,19.4,55.58,
78 mossden hill,2023,2,2,19.32,61.45,
78 mossden hill,2023,2,3,18.85,56.9,
78 mossden hill,2023,2,4,19.43,60.57,
78 mossden hill,2023,2,5,18.86,57.53,
78 mossden hill,2023,2,6,18.8,59.44,
78 mossden hill,2023,2,7,19.1,63.73,
78 mossden hill,2023,2,8,,60.51,
78 mossden hill,2023,2,9,18.76,61.14,
78 mossden hill,2023,2,10,18.44,61.49,
78 mossden hill,2023,2,11,18.46,62.22,
78 mossden hill,2023,2,12,18.87,62.18,
78 mossden hill,2023,2,13,,61.2,
78 mossden hill,2023,2,14,19.22,59.89,
78 mossden hill,2023,2,15,18.13,61.83,
78 mossden hill,2023,2,16,19.3,57.48,
78 mossden hill,2023,2,17,19.16,61.43,
78 mossden hill,2023,2,18,19.55,63.27,
78 mossden hill,2023,2,19,18.44,63.51,
78 mossden hill,2023,2,20,19.11,54.42,
78 mossden hill,2023,2,21,19.49,69.36,
78 mossden hill,2023,2,22,18.47,58.75,
78 mossden hill,2023,2,23,19.6,61.16,
78 mossden hill,2023,2,24,18.86,61.99,
78 mossden hill,2023,2,25,18.96,57.46,
78 mossden hill,2023,2,26,19.23,57.46,639.94
78 mossden hill,2023,2,27,20.23,63.59,
78 mossden hill,2023,2,28,18.84,59.91,
78 mossden hill,2023,3,1,18.97,58.08,
78 mossden hill,2023,3,2,19.06,59.31,
78 mossden hill,2023,3,3,19.52,62.91,
78 mossden hill,2023,3,4,18.13,56.51,
78 mossden hill,2023,3,5,19.13,59.46,
78 mossden hill,2023,3,6,,60.32,
78 mossden hill,2023,3,7,19.36,59.53,
78 mossden hill,2023,3,8,19.49,68.01,
78 mossden hill,2023,3,9,20.3,62.38,
78 mossden hill,2023,3,10,19.48,56.91,
78 mossden hill,2023,3,11,19.79,59.72,650.8
78 mossden hill,2023,3,12,19.97,56.4,
78 mossden hill,2023,3,13,20.28,59.23,
78 mossden hill,2023,3,14,18.31,61.75,
78 mossden hill,2023,3,15,19.38,60.29,
78 mossden hill,2023,3,16,19.8,58.13,
78 mossden hill,2023,3,17,19.89,56.13,
78 mossden hill,2023,3,18,20.23,54.54,
78 mossden hill,2023,3,19,20.94,56.71,
78 mossden hill,2023,3,20,19.26,64.3,
78 mossden hill,2023,3,21,18.28,52.61,
78 mossden hill,2023,3,22,19.74,62.34,
78 mossden hill,2023,3,23,20.86,58.24,
78 mossden hill,2023,3,24,20.11,55.74,
78 mossden hill,2023,3,25,18.08,54.67,
78 mossden hill,2023,3,26,19.88,57.62,
78 mossden hill,2023,3,27,20.51,61.55,621.8
78 mossden hill,2023,3,28,18.36,63.34,
78 mossden hill,2023,3,29,19.14,57.42,
78 mossden hill,2023,3,30,20.25,63.14,
78 mossden hill,2023,3,31,19.93,,641.88
U682851,2023,1,1,17.51,60.03,
U682851,2023,1,2,17.8,58.99,649.08
U682851,2023,1,3,17.2,66.85,
U682851,2023,1,4,17.99,62.12,739.62
U682851,2023,1,5,17.2,65.7,630.48
U682851,2023,1,6,18.36,63.87,592.98
U682851,2023,1,7,18.44,59.4,688.53
U682851,2023,1,8,18.82,60.15,743.38
U682851,2023,1,9,18.32,63.05,598.37
U682851,2023,1,10,17.95,63.56,614.51
U682851,2023,1,11,17.58,56.61,541.9
U682851,2023,1,12,18.47,62.96,710.93
U682851,2023,1,13,17.53,56.04,652.41
U682851,2023,1,14,17.05,60.66,640.62
U682851,2023,1,15,17.98,60.86,
U682851,2023,1,16,17.26,62.58,641.58
U682851,2023,1,17,17.81,64.04,600.93
U682851,2023,1,18,17.31,55.47,
U682851,2023,1,19,18.44,62.7,
U682851,2023,1,20,18.26,58.27,
U682851,2023,1,21,17.5,59.58,
U682851,2023,1,22,,61.16,
U682851,2023,1,23,18.92,64.79,
U682851,2023,1,24,17.56,62.48,547.96
U682851,2023,1,25,18.32,63.02,
U682851,2023,1,26,18.41,59.52,645.27
U682851,2023,1,27,,62.02,648.37
U682851,2023,1,28,19.36,62.31,
U682851,2023,1,29,17.31,59.16,587.77
